index,axis-0,axis-1,axis-2
0.0,0.0,21.021047370172663,122.95438678036278
1.0,0.0,32.35558789847671,122.51844291388956
2.0,0.0,0.7496575791673418,87.64293359603093
3.0,0.0,0.7496575791673413,113.79956558442488
4.0,0.0,0.5316856459307259,59.3065822752708
5.0,0.0,27.77817730050777,114.88942525060797
6.0,0.0,30.393840499347167,112.05579011853196
7.0,0.0,30.8297843658204,118.59494811563046
8.0,0.0,24.94454216843176,121.21061131446986
9.0,0.0,16.879580638676952,122.51844291388956
10.0,0.0,16.225664838967102,118.15900424915723
11.0,0.0,20.585103503699433,118.59494811563046
12.0,1.0,21.357202843282806,119.08811744129845
13.0,1.0,22.683408225165802,123.72983627788894
14.0,1.0,25.998921679873302,123.28776781726127
15.0,1.0,28.651332443639305,122.62466512631977
16.0,1.0,27.76719552238397,115.33053552596328
17.0,1.0,29.756503595208468,112.45709053188344
18.0,1.0,18.04168938857531,123.06673358694744
19.0,1.0,18.483757849202973,111.35191938031429
20.0,1.0,14.063073242926313,102.73158439807479
21.0,1.0,16.27341554606464,94.99538633709062
22.0,1.0,1.6851563453516523,114.66743283502177
23.0,1.0,0.8010194240963191,90.57470173081396
24.0,1.0,2.1272248059793184,96.10055748865979
25.0,1.0,5.66377249100065,87.25918827610646
26.0,1.0,3.8954986484899847,103.61572131933012
27.0,1.0,9.200320176021982,94.11124941583529
28.0,1.0,12.294799400415647,92.78504403395229
29.0,1.0,18.483757849202973,87.25918827610646
30.0,1.0,25.556853219245635,97.20572864022895
31.0,1.0,22.46237399485197,104.05778977995779
32.0,1.0,19.58892900077214,97.20572864022895
33.0,1.0,36.608564734937296,120.19328859286762
34.0,1.0,36.608564734937296,123.28776781726128
35.0,1.0,31.52477743771913,119.97225436255377
36.0,1.0,33.2930512802298,123.06673358694744
37.0,1.0,54.07026892973012,123.28776781726128
38.0,1.0,8.31618325476665,50.34647181369631
39.0,1.0,4.116532878803817,46.80992412867498
40.0,1.0,1.9061905756654847,40.17889721925998
41.0,1.0,1.022053654410152,54.32508795934531
42.0,1.0,0.5799851937824858,60.071977947504976
43.0,1.0,7.211012103197483,99.19503671305345
44.0,1.0,12.957902091357147,115.10950129564944
45.0,1.0,8.31618325476665,117.09880936847395
46.0,1.0,0.8010194240963195,122.1825966656921
47.0,1.0,0.35895096346865296,106.48916631340995
48.0,1.0,11.18962824884648,98.53193402211195
49.0,1.0,8.095149024452816,110.46778245905895
50.0,2.0,4.33756710911765,46.588889898361145
51.0,2.0,-0.08311749715901429,40.39993144957381
52.0,2.0,18.483757849202973,87.48022250642029
53.0,2.0,10.305491327591149,84.60677751234046
54.0,2.0,6.547909412255983,88.36435942767562
55.0,2.0,11.85273093978798,93.89021518552146
56.0,2.0,20.473065922027473,96.54262594928746
57.0,2.0,27.3251270617563,96.54262594928746
58.0,2.0,11.18962824884648,59.85094371719114
59.0,2.0,71.75300735483678,109.58364553780362
60.0,2.0,73.07921273671978,113.56226168345262
61.0,2.0,40.36614665027246,124.17190473851662
62.0,2.0,28.872366673953138,122.1825966656921
63.0,2.0,24.009613607048806,123.95087050820277
64.0,2.0,32.85098281960213,123.72983627788895
65.0,2.0,23.346510916107302,110.02571399843129
66.0,2.0,22.46237399485197,102.51055016776095
67.0,2.0,20.030997461399807,106.48916631340995
68.0,2.0,18.483757849202973,111.79398784094195
69.0,2.0,14.50514170355398,103.61572131933012
70.0,2.0,10.968594018532647,98.75296825242579
71.0,2.0,16.494449776378474,96.10055748865979
72.0,2.0,10.526525557904982,105.38399516184079
73.0,2.0,6.32687518194215,99.63710517368112
74.0,2.0,1.4641221150378187,95.43745479771829
75.0,2.0,1.243087884723986,99.41607094336729
76.0,2.0,3.8954986484899843,104.27882401027162
77.0,2.0,3.674464418176151,113.78329591376644
78.0,2.0,5.66377249100065,118.42501475035695
79.0,2.0,10.526525557904982,113.78329591376644
80.0,2.0,10.526525557904982,117.76191205941544
81.0,2.0,36.608564734937296,118.86708321098462
82.0,2.0,29.3144351345808,81.29126405763296
83.0,2.0,45.228899717176795,95.65848902803212
84.0,2.0,53.62820046910245,107.81537169529295
85.0,2.0,66.66922005761862,118.64604898067077
86.0,2.0,73.30024696703362,121.96156243537828
87.0,2.0,22.02030553422431,117.98294628972928
88.0,2.0,29.535469364894634,114.44639860470795
89.0,2.0,0.35895096346865296,115.10950129564944
90.0,2.0,0.35895096346865296,107.15226900435145
91.0,2.0,30.86167474677763,90.35366750050012
92.0,2.0,23.78857937673497,86.59608558516496
93.0,3.0,73.30024696703362,109.58364553780362
94.0,3.0,66.89025428793245,104.49985824058545
95.0,3.0,40.14511241995863,123.95087050820278
96.0,3.0,39.03994126838946,118.20398052004312
97.0,3.0,47.43924202031512,121.29845974443678
98.0,3.0,35.945462043995796,111.57295361062812
99.0,3.0,40.14511241995863,109.14157707717595
100.0,3.0,18.26272361888914,86.37505135485112
101.0,3.0,10.084457097277316,84.38574328202662
102.0,3.0,6.105840951628316,88.36435942767562
103.0,3.0,11.631696709474147,93.44814672489379
104.0,3.0,2.7903274969208187,103.61572131933012
105.0,3.0,4.558601339431483,46.80992412867498
106.0,3.0,8.53721748508048,39.51579452831848
107.0,3.0,14.726175933867811,42.16820529208448
108.0,3.0,24.45168206767647,85.04884597296812
109.0,3.0,27.767195522383968,94.99538633709062
110.0,3.0,25.335818988931802,97.86883133117045
111.0,3.0,29.9775378255223,100.52124209493645
112.0,3.0,11.631696709474147,98.08986556148429
113.0,3.0,6.32687518194215,98.08986556148429
114.0,3.0,5.221704030372983,93.00607826426612
115.0,3.0,1.2430878847239855,96.32159171897362
116.0,3.0,10.526525557904982,119.53018590192612
117.0,3.0,2.127224805979319,122.8456993566336
118.0,3.0,2.127224805979319,114.22536437439412
119.0,3.0,3.8954986484899843,110.90985091968662
120.0,3.0,7.432046333511315,110.90985091968662
