index,axis-0,axis-1,axis-2
0.0,8.0,1.5033691202806725,100.11334636380502
1.0,8.0,36.21872452545899,117.5801918506872
2.0,9.0,63.07399946154035,111.03012479310638
3.0,9.0,68.53238867619103,112.12180263603652
4.0,9.0,46.480496249002265,118.67186969361734
5.0,9.0,37.528737936975155,116.48851400775706
6.0,9.0,18.970214607162884,58.629588332459846
7.0,9.0,8.053436177861531,47.93114547174451
8.0,10.0,69.62406651912116,112.99514491038063
9.0,10.0,54.55891228668528,114.96016502765487
10.0,10.0,36.87373123121707,114.96016502765487
11.0,10.0,37.09206679980309,122.82024549675185
12.0,10.0,30.323664173636264,104.48005773552556
13.0,10.0,39.93042919142149,75.00475597641189
14.0,10.0,29.231986330706118,120.63688981089157
15.0,10.0,79.44916710549239,122.82024549675185
16.0,10.0,14.385167666856269,118.23519855644528
17.0,10.0,12.201811980996048,50.76950786336286
18.0,10.0,20.28022801867905,58.19291719528779
19.0,11.0,61.54565048143818,82.64650087692284
20.0,11.0,57.39727467830365,95.30996385491243
21.0,11.0,43.20546272021187,105.13506444128365
22.0,11.0,30.323664173636264,103.38837989259542
23.0,11.0,57.39727467830364,116.92518514492912
24.0,11.0,79.23083153690635,121.29189651664966
25.0,11.0,52.37555660082501,107.53675569572995
26.0,11.0,36.21872452545898,122.60190992816582
27.0,11.0,72.24409334215352,87.01321224864338
28.0,12.0,80.54084494842255,87.66821895440147
29.0,12.0,82.94253620286882,93.5632793062242
30.0,12.0,80.32250937983652,102.29670204966529
31.0,12.0,70.93407993063732,116.70684957634309
32.0,12.0,78.35748926256224,118.01686298785926
33.0,12.0,43.86046942596995,106.00840671562776
34.0,12.0,37.31040236838913,119.76354753654746
35.0,12.0,50.62887205213681,88.54156122874558
36.0,13.0,51.5022143264809,113.6501516161387
37.0,13.0,60.89064377568007,119.1085408307894
38.0,13.0,71.37075106780938,116.92518514492912
39.0,13.0,81.19585165418061,110.81178922452035
40.0,13.0,57.615610246889695,81.99149417116476
41.0,13.0,50.62887205213681,89.85157464026175
42.0,13.0,41.022107034351606,100.98668863814913
43.0,13.0,37.96540907414721,119.32687639937542
44.0,13.0,13.948496529684219,110.3751180873483
45.0,14.0,78.57582483114831,84.61152099419708
46.0,14.0,50.84720762072282,117.5801918506872
47.0,14.0,62.200657187196235,119.98188310513349
48.0,14.0,69.1873953819491,117.14352071351514
49.0,14.0,74.64578459659978,118.23519855644528
50.0,14.0,83.59754290862692,99.895010795219
51.0,14.0,42.76879158303983,84.8298565627831
52.0,14.0,45.82548954324423,75.00475597641189
53.0,14.0,4.1233959433130005,102.51503761825131
54.0,14.0,4.123395943313064,18.892514849802886
55.0,14.0,27.48530178201793,75.00475597641189
56.0,15.0,78.79416039973432,85.04819213136913
57.0,15.0,89.71093882903568,85.04819213136913
58.0,15.0,71.80742220498148,68.89136005600312
59.0,15.0,78.79416039973434,66.48966880155682
60.0,15.0,51.93888546365299,76.09643381934202
61.0,15.0,59.580630364163916,101.86003091249323
62.0,15.0,67.22237526467488,93.12660816905215
63.0,15.0,72.02575777356746,102.07836648107926
64.0,15.0,70.71574436205128,118.01686298785926
65.0,15.0,75.7374624395299,118.45353412503131
66.0,15.0,82.28752949711074,109.50177581300419
67.0,15.0,85.1258918887291,100.55001750097708
68.0,15.0,2.595046963210815,95.0916282863264
69.0,15.0,6.088416060587244,101.42335977532119
70.0,15.0,17.441865627060665,100.98668863814913
71.0,15.0,21.8085769987812,107.53675569572995
72.0,16.0,8.708442883619595,72.82140029055161
73.0,16.0,12.856818686754107,75.878098250756
74.0,16.0,45.82548954324423,70.63804460469134
75.0,16.0,44.952147268900106,88.10489009157352
76.0,16.0,42.76879158303982,97.92999067794474
77.0,16.0,56.96060354113159,110.59345365593433
78.0,16.0,72.24409334215352,71.51138687903546
79.0,16.0,75.73746243952995,70.41970903610532
80.0,16.0,75.51912687094394,63.8696419785245
81.0,16.0,69.62406651912119,81.99149417116476
82.0,16.0,73.7724423222557,85.70319883712722
83.0,16.0,67.22237526467488,95.0916282863264
84.0,16.0,63.07399946154037,87.01321224864338
85.0,16.0,83.81587847721293,100.33168193239105
86.0,16.0,83.5975429086269,109.28344024441816
87.0,16.0,75.5191268709439,109.93844695017624
88.0,16.0,62.637328324368305,100.98668863814913
89.0,17.0,107.83279102167593,106.00840671562776
90.0,17.0,102.15606623843925,73.69474256489572
91.0,17.0,59.79896593274994,109.93844695017624
92.0,17.0,81.63252279135266,100.55001750097708
93.0,17.0,74.6457845965998,105.79007114704173
94.0,17.0,75.30079130235788,110.81178922452035
95.0,17.0,17.660201195646682,114.30515832189678
96.0,17.0,17.00519448988861,99.45833965804694
97.0,17.0,24.646939390399556,103.60671546118145
98.0,17.0,5.651744923415191,102.29670204966529
99.0,17.0,6.743422766345348,73.47640699630969
100.0,17.0,49.10052307203463,66.70800437014285
101.0,17.0,58.488952521233784,87.01321224864338
102.0,17.0,63.51067059871242,88.7598967973316
103.0,17.0,75.73746243952993,76.09643381934202
104.0,17.0,71.58908663639542,79.58980291671845
105.0,17.0,73.33577118508364,86.57654111147133
106.0,17.0,77.92081812539021,83.73817871985298
107.0,17.0,57.61561024688974,25.660917475969732
108.0,17.0,11.546805275237993,14.525803478082342
109.0,17.0,17.878536764232784,14.74413904666837
110.0,17.0,44.733811700314135,12.99745449798015
111.0,18.0,98.00769043530475,66.48966880155682
112.0,18.0,83.59754290862693,73.25807142772366
113.0,18.0,81.63252279135266,101.86003091249323
114.0,18.0,109.36114000177811,106.44507785279981
115.0,18.0,59.53695680775059,111.33725175297586
116.0,18.0,68.17947419018076,106.36780425807852
117.0,18.0,74.44529929244261,106.36780425807852
118.0,18.0,74.0131734233211,100.31804209037742
119.0,18.0,67.96341125561999,98.37347567933064
120.0,18.0,63.85821549896568,82.6008814563956
121.0,18.0,75.95773983436789,83.89725906376013
122.0,18.0,59.104830938629085,88.65064362409672
123.0,18.0,17.620747709018012,16.053497508656573
124.0,18.0,35.553971277560585,13.892868163049037
125.0,18.0,43.54829985630848,10.003735340955467
126.0,18.0,104.04592153331956,76.7671821202284
127.0,18.0,125.65221498939493,76.98324505478917
128.0,18.0,36.418223015803605,59.266084420807346
129.0,18.0,13.083426083242182,58.83395855168583
130.0,18.0,1.1999646824007195,62.7230913737794
131.0,18.0,1.4160276169614736,43.061364328750805
132.0,18.0,5.521223373615797,102.91079720207962
133.0,18.0,1.6320905515222268,117.38701381765013
134.0,18.0,7.033663915541075,118.68339142501465
135.0,19.0,98.2122223001792,66.18009832675146
136.0,19.0,108.79930609365614,64.01946898114393
137.0,19.0,121.54701923274061,71.58167169077032
138.0,19.0,127.16465553132022,72.87804929813485
139.0,19.0,125.8682779239557,76.76718212022841
140.0,19.0,128.89315900780625,103.34292307120114
141.0,19.0,129.75741074604926,109.608748173463
142.0,19.0,111.3920613083852,108.52843350065922
